film_key;film_last_update;film_title;film_description;film_release_year;film_language;film_rental_duration;film_rental_rate;film_duration;film_replacement_cost;film_rating_text;film_id;film_category
139;2006-02-15 05:03;CHASING FIGHT;A Astounding Saga of a Technical Writer And a Butler who must Battle a Butler in A Shark Tank;2006;English;7;4.99;114;21.99;Parental Guidance Suggested;139;Family
140;2006-02-15 05:03;CHEAPER CLYDE;A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan;2006;English;6;0.99;87;23.99;General Audiences;140;Sci-Fi
141;2006-02-15 05:03;CHICAGO NORTH;A Fateful Yarn of a Mad Cow And a Waitress who must Battle a Student in California;2006;English;6;4.99;185;11.99;Parents Strongly Cautioned;141;Games
142;2006-02-15 05:03;CHICKEN HELLFIGHTERS;A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia;2006;English;3;0.99;122;24.99;Parental Guidance Suggested;142;Documentary
143;2006-02-15 05:03;CHILL LUCK;A Lacklusture Epistle of a Boat And a Technical Writer who must Fight a A Shark in The Canadian Rockies;2006;English;6;0.99;142;17.99;Parental Guidance Suggested;143;Drama
144;2006-02-15 05:03;CHINATOWN GLADIATOR;A Brilliant Panorama of a Technical Writer And a Lumberjack who must Escape a Butler in Ancient India;2006;English;7;4.99;61;24.99;Parental Guidance Suggested;144;New
145;2006-02-15 05:03;CHISUM BEHAVIOR;A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India;2006;English;5;4.99;124;25.99;General Audiences;145;Family
146;2006-02-15 05:03;CHITTY LOCK;A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station;2006;English;6;2.99;107;24.99;General Audiences;146;Drama
147;2006-02-15 05:03;CHOCOLAT HARRY;A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan;2006;English;5;0.99;101;16.99;No One Under 17 Admitted ;147;Family
148;2006-02-15 05:03;CHOCOLATE DUCK;A Unbelieveable Story of a Mad Scientist And a Technical Writer who must Discover a Composer in Ancient China;2006;English;3;2.99;132;13.99;Restricted;148;Foreign
149;2006-02-15 05:03;CHRISTMAS MOONSHINE;A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse;2006;English;7;0.99;150;21.99;No One Under 17 Admitted ;149;Children
150;2006-02-15 05:03;CIDER DESIRE;A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia;2006;English;7;2.99;101;9.99;Parental Guidance Suggested;150;Documentary
151;2006-02-15 05:03;CINCINATTI WHISPERER;A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin;2006;English;5;4.99;143;26.99;No One Under 17 Admitted ;151;Sci-Fi
152;2006-02-15 05:03;CIRCUS YOUTH;A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon;2006;English;5;2.99;90;13.99;Parents Strongly Cautioned;152;Children
153;2006-02-15 05:03;CITIZEN SHREK;A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback;2006;English;7;0.99;165;18.99;General Audiences;153;Sci-Fi
154;2006-02-15 05:03;CLASH FREDDY;A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia;2006;English;6;2.99;81;12.99;General Audiences;154;Animation
155;2006-02-15 05:03;CLEOPATRA DEVIL;A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon;2006;English;6;0.99;150;26.99;Parents Strongly Cautioned;155;New
156;2006-02-15 05:03;CLERKS ANGELS;A Thrilling Display of a Sumo Wrestler And a Girl who must Confront a Man in A Baloon;2006;English;3;4.99;164;15.99;General Audiences;156;Documentary
157;2006-02-15 05:03;CLOCKWORK PARADISE;A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon;2006;English;7;0.99;143;29.99;Parents Strongly Cautioned;157;Children
158;2006-02-15 05:03;CLONES PINOCCHIO;A Amazing Drama of a Car And a Robot who must Pursue a Dentist in New Orleans;2006;English;6;2.99;124;16.99;Restricted;158;Music
159;2006-02-15 05:03;CLOSER BANG;A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India;2006;English;5;4.99;58;12.99;Restricted;159;Comedy
160;2006-02-15 05:03;CLUB GRAFFITI;A Epic Tale of a Pioneer And a Hunter who must Escape a Girl in A U-Boat;2006;English;4;0.99;65;12.99;Parents Strongly Cautioned;160;Animation
161;2006-02-15 05:03;CLUE GRAIL;A Taut Tale of a Butler And a Mad Scientist who must Build a Crocodile in Ancient China;2006;English;6;4.99;70;27.99;No One Under 17 Admitted ;161;Music
162;2006-02-15 05:03;CLUELESS BUCKET;A Taut Tale of a Car And a Pioneer who must Conquer a Sumo Wrestler in An Abandoned Fun House;2006;English;4;2.99;95;13.99;Restricted;162;Action
163;2006-02-15 05:03;CLYDE THEORY;A Beautiful Yarn of a Astronaut And a Frisbee who must Overcome a Explorer in A Jet Boat;2006;English;4;0.99;139;29.99;Parents Strongly Cautioned;163;New
164;2006-02-15 05:03;COAST RAINBOW;A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert;2006;English;4;0.99;55;20.99;Parental Guidance Suggested;164;Documentary
165;2006-02-15 05:03;COLDBLOODED DARLING;A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico;2006;English;7;4.99;70;27.99;General Audiences;165;Sci-Fi
166;2006-02-15 05:03;COLOR PHILADELPHIA;A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert;2006;English;6;2.99;149;19.99;General Audiences;166;Classics
167;2006-02-15 05:03;COMA HEAD;A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California;2006;English;6;4.99;109;10.99;No One Under 17 Admitted ;167;Travel
168;2006-02-15 05:03;COMANCHEROS ENEMY;A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico;2006;English;5;0.99;67;23.99;Restricted;168;Children
169;2006-02-15 05:03;COMFORTS RUSH;A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft;2006;English;3;2.99;76;19.99;No One Under 17 Admitted ;169;Travel
170;2006-02-15 05:03;COMMAND DARLING;A Awe-Inspiring Tale of a Forensic Psychologist And a Woman who must Challenge a Database Administrator in Ancient Japan;2006;English;5;4.99;120;28.99;Parents Strongly Cautioned;170;Foreign
171;2006-02-15 05:03;COMMANDMENTS EXPRESS;A Fanciful Saga of a Student And a Mad Scientist who must Battle a Hunter in An Abandoned Mine Shaft;2006;English;6;4.99;59;13.99;Restricted;171;Horror
172;2006-02-15 05:03;CONEHEADS SMOOCHY;A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria;2006;English;7;4.99;112;12.99;No One Under 17 Admitted ;172;Drama
173;2006-02-15 05:03;CONFESSIONS MAGUIRE;A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon;2006;English;7;4.99;65;25.99;Parents Strongly Cautioned;173;Drama
174;2006-02-15 05:03;CONFIDENTIAL INTERVIEW;A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan;2006;English;6;4.99;180;13.99;No One Under 17 Admitted ;174;Music
175;2006-02-15 05:03;CONFUSED CANDLES;A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon;2006;English;3;2.99;122;27.99;Parents Strongly Cautioned;175;Family
176;2006-02-15 05:03;CONGENIALITY QUEST;A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon;2006;English;6;0.99;87;21.99;Parents Strongly Cautioned;176;Sports
177;2006-02-15 05:03;CONNECTICUT TRAMP;A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank;2006;English;4;4.99;172;20.99;Restricted;177;Sci-Fi
178;2006-02-15 05:03;CONNECTION MICROCOSMOS;A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station;2006;English;6;0.99;115;25.99;General Audiences;178;Comedy
179;2006-02-15 05:03;CONQUERER NUTS;A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft;2006;English;4;4.99;173;14.99;General Audiences;179;Drama
180;2006-02-15 05:03;CONSPIRACY SPIRIT;A Awe-Inspiring Story of a Student And a Frisbee who must Conquer a Crocodile in An Abandoned Mine Shaft;2006;English;4;2.99;184;27.99;Parents Strongly Cautioned;180;Classics
181;2006-02-15 05:03;CONTACT ANONYMOUS;A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India;2006;English;7;2.99;166;10.99;Parents Strongly Cautioned;181;Travel
182;2006-02-15 05:03;CONTROL ANTHEM;A Fateful Documentary of a Robot And a Student who must Battle a Cat in A Monastery;2006;English;7;4.99;185;9.99;General Audiences;182;Comedy
183;2006-02-15 05:03;CONVERSATION DOWNHILL;A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention;2006;English;4;4.99;112;14.99;Restricted;183;Family
184;2006-02-15 05:03;CORE SUIT;A Unbelieveable Tale of a Car And a Explorer who must Confront a Boat in A Manhattan Penthouse;2006;English;3;2.99;92;24.99;Parents Strongly Cautioned;184;Classics
185;2006-02-15 05:03;COWBOY DOOM;A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon;2006;English;3;2.99;146;10.99;Parental Guidance Suggested;185;Foreign
186;2006-02-15 05:03;CRAFT OUTFIELD;A Lacklusture Display of a Explorer And a Hunter who must Succumb a Database Administrator in A Baloon Factory;2006;English;6;0.99;64;17.99;No One Under 17 Admitted ;186;Drama
187;2006-02-15 05:03;CRANES RESERVOIR;A Fanciful Documentary of a Teacher And a Dog who must Outgun a Forensic Psychologist in A Baloon Factory;2006;English;5;2.99;57;12.99;No One Under 17 Admitted ;187;Sports
188;2006-02-15 05:03;CRAZY HOME;A Fanciful Panorama of a Boy And a Woman who must Vanquish a Database Administrator in The Outback;2006;English;7;2.99;136;24.99;Parental Guidance Suggested;188;Comedy
189;2006-02-15 05:03;CREATURES SHAKESPEARE;A Emotional Drama of a Womanizer And a Squirrel who must Vanquish a Crocodile in Ancient India;2006;English;3;0.99;139;23.99;No One Under 17 Admitted ;189;Games
190;2006-02-15 05:03;CREEPERS KANE;A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat;2006;English;5;4.99;172;23.99;No One Under 17 Admitted ;190;Classics
191;2006-02-15 05:03;CROOKED FROGMEN;A Unbelieveable Drama of a Hunter And a Database Administrator who must Battle a Crocodile in An Abandoned Amusement Park;2006;English;6;0.99;143;27.99;Parents Strongly Cautioned;191;Children
192;2006-02-15 05:03;CROSSING DIVORCE;A Beautiful Documentary of a Dog And a Robot who must Redeem a Womanizer in Berlin;2006;English;4;4.99;50;19.99;Restricted;192;Foreign
193;2006-02-15 05:03;CROSSROADS CASUALTIES;A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback;2006;English;5;2.99;153;20.99;General Audiences;193;Animation
194;2006-02-15 05:03;CROW GREASE;A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station;2006;English;6;0.99;104;22.99;Parental Guidance Suggested;194;Action
195;2006-02-15 05:03;CROWDS TELEMARK;A Intrepid Documentary of a Astronaut And a Forensic Psychologist who must Find a Frisbee in An Abandoned Fun House;2006;English;3;4.99;112;16.99;Restricted;195;Sci-Fi
196;2006-02-15 05:03;CRUELTY UNFORGIVEN;A Brilliant Tale of a Car And a Moose who must Battle a Dentist in Nigeria;2006;English;7;0.99;69;29.99;General Audiences;196;Classics
197;2006-02-15 05:03;CRUSADE HONEY;A Fast-Paced Reflection of a Explorer And a Butler who must Battle a Madman in An Abandoned Amusement Park;2006;English;4;2.99;112;27.99;Restricted;197;Sports
198;2006-02-15 05:03;CRYSTAL BREAKING;A Fast-Paced Character Study of a Feminist And a Explorer who must Face a Pastry Chef in Ancient Japan;2006;English;6;2.99;184;22.99;No One Under 17 Admitted ;198;Foreign
199;2006-02-15 05:03;CUPBOARD SINNERS;A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park;2006;English;4;2.99;56;29.99;Restricted;199;Documentary
200;2006-02-15 05:03;CURTAIN VIDEOTAPE;A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank;2006;English;7;0.99;133;27.99;Parents Strongly Cautioned;200;Games
201;2006-02-15 05:03;CYCLONE FAMILY;A Lacklusture Drama of a Student And a Monkey who must Sink a Womanizer in A MySQL Convention;2006;English;7;2.99;176;18.99;Parental Guidance Suggested;201;Foreign
202;2006-02-15 05:03;DADDY PITTSBURGH;A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico;2006;English;5;4.99;161;26.99;General Audiences;202;Comedy
203;2006-02-15 05:03;DAISY MENAGERIE;A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India;2006;English;5;4.99;84;9.99;General Audiences;203;Sci-Fi
204;2006-02-15 05:03;DALMATIONS SWEDEN;A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse;2006;English;4;0.99;106;25.99;Parental Guidance Suggested;204;Drama
205;2006-02-15 05:03;DANCES NONE;A Insightful Reflection of a A Shark And a Dog who must Kill a Butler in An Abandoned Amusement Park;2006;English;3;0.99;58;22.99;No One Under 17 Admitted ;205;Action
206;2006-02-15 05:03;DANCING FEVER;A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank;2006;English;6;0.99;144;25.99;General Audiences;206;Documentary
207;2006-02-15 05:03;DANGEROUS UPTOWN;A Unbelieveable Story of a Mad Scientist And a Woman who must Overcome a Dog in California;2006;English;7;4.99;121;26.99;Parental Guidance Suggested;207;Foreign
208;2006-02-15 05:03;DARES PLUTO;A Fateful Story of a Robot And a Dentist who must Defeat a Astronaut in New Orleans;2006;English;7;2.99;89;16.99;Parents Strongly Cautioned;208;Animation
209;2006-02-15 05:03;DARKNESS WAR;A Touching Documentary of a Husband And a Hunter who must Escape a Boy in The Sahara Desert;2006;English;6;2.99;99;24.99;No One Under 17 Admitted ;209;Drama
210;2006-02-15 05:03;DARKO DORADO;A Stunning Reflection of a Frisbee And a Husband who must Redeem a Dog in New Orleans;2006;English;3;4.99;130;13.99;No One Under 17 Admitted ;210;Action
211;2006-02-15 05:03;DARLING BREAKING;A Brilliant Documentary of a Astronaut And a Squirrel who must Succumb a Student in The Gulf of Mexico;2006;English;7;4.99;165;20.99;Parents Strongly Cautioned;211;Games
212;2006-02-15 05:03;DARN FORRESTER;A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat;2006;English;7;4.99;185;14.99;General Audiences;212;Action
213;2006-02-15 05:03;DATE SPEED;A Touching Saga of a Composer And a Moose who must Discover a Dentist in A MySQL Convention;2006;English;4;0.99;104;19.99;Restricted;213;Family
214;2006-02-15 05:03;DAUGHTER MADIGAN;A Beautiful Tale of a Hunter And a Mad Scientist who must Confront a Squirrel in The First Manned Space Station;2006;English;3;4.99;59;13.99;Parents Strongly Cautioned;214;Children
215;2006-02-15 05:03;DAWN POND;A Thoughtful Documentary of a Dentist And a Forensic Psychologist who must Defeat a Waitress in Berlin;2006;English;4;4.99;57;27.99;Parental Guidance Suggested;215;Games
216;2006-02-15 05:03;DAY UNFAITHFUL;A Stunning Documentary of a Composer And a Mad Scientist who must Find a Technical Writer in A U-Boat;2006;English;3;4.99;113;16.99;General Audiences;216;New
217;2006-02-15 05:03;DAZED PUNK;A Action-Packed Story of a Pioneer And a Technical Writer who must Discover a Forensic Psychologist in An Abandoned Amusement Park;2006;English;6;4.99;120;20.99;General Audiences;217;Games
218;2006-02-15 05:03;DECEIVER BETRAYED;A Taut Story of a Moose And a Squirrel who must Build a Husband in Ancient India;2006;English;7;0.99;122;22.99;No One Under 17 Admitted ;218;Drama
219;2006-02-15 05:03;DEEP CRUSADE;A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia;2006;English;6;4.99;51;20.99;Parents Strongly Cautioned;219;Documentary
220;2006-02-15 05:03;DEER VIRGINIAN;A Thoughtful Story of a Mad Cow And a Womanizer who must Overcome a Mad Scientist in Soviet Georgia;2006;English;7;2.99;106;13.99;No One Under 17 Admitted ;220;Music
221;2006-02-15 05:03;DELIVERANCE MULHOLLAND;A Astounding Saga of a Monkey And a Moose who must Conquer a Butler in A Shark Tank;2006;English;4;0.99;100;9.99;Restricted;221;Documentary
222;2006-02-15 05:03;DESERT POSEIDON;A Brilliant Documentary of a Butler And a Frisbee who must Build a Astronaut in New Orleans;2006;English;4;4.99;64;27.99;Restricted;222;Horror
223;2006-02-15 05:03;DESIRE ALIEN;A Fast-Paced Tale of a Dog And a Forensic Psychologist who must Meet a Astronaut in The First Manned Space Station;2006;English;7;2.99;76;24.99;No One Under 17 Admitted ;223;Animation
224;2006-02-15 05:03;DESPERATE TRAINSPOTTING;A Epic Yarn of a Forensic Psychologist And a Teacher who must Face a Lumberjack in California;2006;English;7;4.99;81;29.99;General Audiences;224;Travel
225;2006-02-15 05:03;DESTINATION JERK;A Beautiful Yarn of a Teacher And a Cat who must Build a Car in A U-Boat;2006;English;3;0.99;76;19.99;Parents Strongly Cautioned;225;Drama
226;2006-02-15 05:03;DESTINY SATURDAY;A Touching Drama of a Crocodile And a Crocodile who must Conquer a Explorer in Soviet Georgia;2006;English;4;4.99;56;20.99;General Audiences;226;New
227;2006-02-15 05:03;DETAILS PACKER;A Epic Saga of a Waitress And a Composer who must Face a Boat in A U-Boat;2006;English;4;4.99;88;17.99;Restricted;227;Games
228;2006-02-15 05:03;DETECTIVE VISION;A Fanciful Documentary of a Pioneer And a Woman who must Redeem a Hunter in Ancient Japan;2006;English;4;0.99;143;16.99;Parents Strongly Cautioned;228;Classics
229;2006-02-15 05:03;DEVIL DESIRE;A Beautiful Reflection of a Monkey And a Dentist who must Face a Database Administrator in Ancient Japan;2006;English;6;4.99;87;12.99;Restricted;229;Action
230;2006-02-15 05:03;DIARY PANIC;A Thoughtful Character Study of a Frisbee And a Mad Cow who must Outgun a Man in Ancient India;2006;English;7;2.99;107;20.99;General Audiences;230;Drama
231;2006-02-15 05:03;DINOSAUR SECRETARY;A Action-Packed Drama of a Feminist And a Girl who must Reach a Robot in The Canadian Rockies;2006;English;7;2.99;63;27.99;Restricted;231;Family
